time_s,gap_m,fans_on,co2_mean_ppm,co2_spatial_sd_ppm,co2_min_ppm,co2_max_ppm,net_exchange_umol_s,roi_mean_speed_m_s
530.0,2.0,0,399.14980177431426,0.7814146641218906,395.0482138059511,400.00000000000006,-44.40047791098563,0.13269931418968534
540.0000000000001,2.0,0,399.153813159664,0.7882349688667447,394.9106677890335,400.0000000000001,-44.40047791098563,0.13291559128315766
550.0,2.0,0,399.1599927730571,0.7916469702441548,394.9024943863997,400.0000000000001,-44.40047791098563,0.13252609924560382
559.9999999999999,2.0,0,399.1689548654652,0.7903729163886383,394.9770690934208,400.00000000000006,-44.40047791098563,0.13247451172584643
569.9999999999999,2.0,0,399.17796974751764,0.7872494772102183,395.0165584139894,400.00000000000006,-44.40047791098563,0.1326754031705604
580.0,2.0,0,399.18563540205326,0.7832927430538797,395.0453083481376,400.0000000000001,-44.40047791098563,0.13279173484964102
590.0,2.0,0,399.1923219977052,0.7779853374677892,395.10517547518697,400.0000000000001,-44.40047791098563,0.13286329533235566
600.0,2.0,0,399.19874042557194,0.7720498959351741,395.19396711771753,400.00000000000006,-44.40047791098563,0.13296437297456767
610.0,2.0,0,399.2052592520924,0.7662187380964421,395.2790271466835,400.0000000000001,-44.40047791098563,0.13307825256826641
620.0,2.0,0,399.21185744081913,0.7608083384787153,395.35258349607653,400.00000000000006,-44.40047791098563,0.13314958200888924
629.9999999999999,2.0,0,399.2182423976053,0.7556197591881839,395.41350254110927,400.00000000000006,-44.40047791098563,0.13317821106430114
640.0,2.0,0,399.224239001755,0.7508581471208948,395.43967738219396,400.00000000000006,-44.40047791098563,0.13316866092476398
650.0000000000001,2.0,0,399.22958837525147,0.7468799033317658,395.416119022873,400.00000000000006,-44.40047791098563,0.13314324098559563
660.0,2.0,0,399.2342207737118,0.7432613057776238,395.3738331440171,400.0000000000001,-44.40047791098563,0.1331184250513808
670.0,2.0,0,399.23827551021077,0.7403925643482633,395.3221354602654,400.00000000000006,-44.40047791098563,0.1331111779378876
680.0,2.0,0,399.2419270678991,0.7379776187690692,395.25990127430646,400.00000000000006,-44.40047791098563,0.13309795066384986
690.0,2.0,0,399.24532330296074,0.7359378791977185,395.2030889196781,400.00000000000006,-44.40047791098563,0.1330680180636767
700.0000000000001,2.0,0,399.2485727189216,0.7341630541465175,395.1707447896806,400.00000000000006,-44.40047791098563,0.13300743804760853
710.0,2.0,0,399.25169349915683,0.7327266976080906,395.15694619477443,400.00000000000006,-44.40047791098563,0.132929589130576
720.0,2.0,0,399.2547122636766,0.7315501988273159,395.1566574507536,400.00000000000006,-44.40047791098563,0.132863399070398
730.0,2.0,0,399.2576710722851,0.7303739862391465,395.1614972069086,400.00000000000006,-44.40047791098563,0.13282810330663425
740.0,2.0,0,399.26057399522233,0.7290565988211422,395.1641534161081,400.00000000000006,-44.40047791098563,0.1328117453947914
750.0,2.0,0,399.26339151760453,0.7276071447196188,395.1668724537386,400.00000000000006,-44.40047791098563,0.13280205573737744
760.0,2.0,0,399.2660925608272,0.7261195310838352,395.1738488272428,400.00000000000006,-44.40047791098563,0.1327971843015345
770.0000000000001,2.0,0,399.268636788994,0.7246845288095242,395.18361194253083,400.0000000000001,-44.40047791098563,0.13279313597939493
780.0,2.0,0,399.27102306316846,0.7232647465325563,395.19319701858467,400.00000000000006,-44.40047791098563,0.13278979196855736
790.0,2.0,0,399.2732647242454,0.7218834664974949,395.20179865942504,400.00000000000006,-44.40047791098563,0.13278726251649367
800.0000000000001,2.0,0,399.2753628821437,0.7205534544331034,395.208266014668,400.00000000000017,-44.40047791098563,0.1327829182024534
810.0,2.0,0,399.27731148345475,0.7193007687951708,395.2128439995938,400.00000000000006,-44.40047791098563,0.13277752548687474
820.0,2.0,0,399.27912134678564,0.7181379151932673,395.2151211942272,400.00000000000006,-44.40047791098563,0.13277222242722553
830.0,2.0,0,399.28081915673164,0.7170415352832888,395.2153218450776,400.00000000000006,-44.40047791098563,0.13276891183696826
840.0,2.0,0,399.2824169076054,0.7160010097402069,395.214281975368,400.00000000000006,-44.40047791098563,0.13276790748005654
850.0,2.0,0,399.2839251043976,0.7150054968065787,395.21248783360096,400.00000000000006,-44.40047791098563,0.13277070226142398
860.0,2.0,0,399.2853500383371,0.7140536962368514,395.21042787468394,400.00000000000006,-44.40047791098563,0.13277638863745697
870.0,2.0,0,399.2867034861156,0.7131298004187722,395.208217150044,400.00000000000006,-44.40047791098563,0.1327846053758628
880.0,2.0,0,399.2880796024033,0.7122175946466377,395.205760147662,400.0000000000001,-44.40047791098563,0.1622821537332931
890.0,1.0,0,399.25278960359066,0.6447335271671242,395.7188921270625,400.00000000000006,-44.40047791098563,0.13940440350209113
900.0,0.0,1,399.1283631333813,0.6511996832659684,396.02474383731493,400.00000000000006,-44.40047791098563,0.046473509798758895
910.0,0.0,1,399.01520942333656,0.5889104967288415,396.9050508701374,400.0000000000001,-44.40047791098563,0.11382878481535974
920.0,0.0,1,398.9020557132917,0.5056053146409143,397.1110812621218,400.0000000000001,-44.40047791098563,0.13529564087616616
930.0,0.0,1,398.78890200324696,0.43926143465801515,397.00332573874687,400.0000000000001,-44.40047791098563,0.14482701987335045
940.0,0.0,1,398.6757482932021,0.40671124767062433,396.78139796120587,400.0000000000001,-44.40047791098563,0.14676918047513862
950.0,0.0,1,398.56259458315736,0.39888126207689295,396.40186468886395,400.0000000000001,-44.40047791098563,0.14462411550366502
960.0,0.0,1,398.4494408731125,0.40567059130564365,395.9521403640688,400.0000000000001,-44.40047791098563,0.14338335213101516
970.0,0.0,1,398.33628716306777,0.4186817995658684,395.97180219762413,400.0000000000001,-44.40047791098563,0.14250623769508983
980.0,0.0,1,398.22313345302297,0.433493989360939,395.88971610851684,400.0000000000001,-44.40047791098563,0.14188828720481095
990.0,0.0,1,398.10997974297817,0.4500704344098775,395.7338354983712,400.0000000000001,-44.40047791098563,0.14146652814797187
1000.0,0.0,1,397.99682603293337,0.4670515876396821,395.5343918825078,400.0000000000001,-44.40047791098563,0.1411287983924754
1010.0,0.0,1,397.88367232288874,0.4821807212502825,395.3568573496276,400.00000000000006,-44.40047791098563,0.14072154646986124
1020.0,0.0,1,397.7705186128439,0.494972673225653,395.26573200280643,400.0000000000001,-44.40047791098563,0.140329320074198
1030.0,0.0,1,397.65736490279915,0.5055507210734778,395.29792518627306,400.0000000000001,-44.40047791098563,0.13987945474054472
1040.0,0.0,1,397.5442111927544,0.5157514049562872,395.27666708553414,400.0000000000001,-44.40047791098563,0.13955717970202272
1050.0,0.0,1,397.4310574827096,0.5248274583116757,395.1763494967413,400.0000000000001,-44.40047791098563,0.13938005345237883
1059.9999999999998,0.0,1,397.3179037726648,0.5322661757025372,395.0863822276994,400.00000000000017,-44.40047791098563,0.13923389960232974
1070.0,0.0,1,397.2047500626201,0.5399142928783573,395.0064777945624,400.0000000000001,-44.40047791098563,0.1390262368743628
1079.9999999999998,0.0,1,397.0915963525754,0.5474064114205676,394.845991939855,400.0000000000001,-44.40047791098563,0.13901044640697002
1090.0,0.0,1,396.97844264253064,0.5543663066562429,394.6909184816606,400.0000000000001,-44.40047791098563,0.1392701191044388
1100.0,0.0,1,396.86528893248595,0.560922032783892,394.51120306202586,400.0000000000001,-44.40047791098563,0.13954126066685726
1110.0,0.0,1,396.75213522244115,0.5672522229626102,394.3416887930203,400.00000000000017,-44.40047791098563,0.13978203295526606
1120.0,0.0,1,396.6389815123964,0.5731639124008749,394.17900792042457,400.0000000000001,-44.40047791098563,0.13997858160269275
1130.0,0.0,1,396.52582780235167,0.5786976243776397,394.0545350695391,400.0000000000001,-44.40047791098563,0.14005842921207015
1140.0,0.0,1,396.412674092307,0.5839760997515516,393.93956255761617,400.0000000000001,-44.40047791098563,0.14004037523463922
1150.0,0.0,1,396.2995203822622,0.5887216588156046,393.8304356195253,400.00000000000017,-44.40047791098563,0.13995176947245827
1160.0,0.0,1,396.18636667221745,0.5928641715892816,393.73309679231727,400.0000000000001,-44.40047791098563,0.13981223146696553
1170.0,0.0,1,396.0732129621727,0.5967617650788571,393.6703093561005,400.0000000000001,-44.40047791098563,0.13960403853476985
1180.0000000000002,0.0,1,395.9600592521279,0.6006698301191411,393.6137245857403,400.0000000000001,-44.40047791098563,0.13939367525268667
1190.0,0.0,1,395.8469055420832,0.6047151296840616,393.5308230641619,400.0000000000001,-44.40047791098563,0.13925691674493704
1200.0,0.0,0,395.7337518320384,0.6085559949766031,393.4197708671272,400.00000000000017,-44.40047791098563,0.1392247367612301
1210.0,1.0,0,396.71910716134306,1.5218574682380643,391.60599471358097,400.0000000000001,-44.40047791098563,0.1055222689253925
1220.0,2.0,0,397.57476710560763,1.6989115857906008,390.4279355680849,400.0000000000001,-44.40047791098563,0.09713378023423332
1230.0,2.0,0,397.5437758966337,1.286668066841434,393.4658827176966,400.00000000000006,-44.40047791098563,0.11757971745959317
1240.0,2.0,0,397.6813624321223,1.1682905011986688,392.6103120631695,400.0000000000001,-44.40047791098563,0.13342209066205604
1250.0,2.0,0,397.8572101563532,1.148777657304079,393.4669585603809,400.00000000000006,-44.40047791098563,0.13766078477467059
1260.0,2.0,0,398.0283935826451,1.1314951233592834,392.89147040626455,400.00000000000006,-44.40047791098563,0.1373165782100163
1270.0,2.0,0,398.17451488188834,1.1216669695235446,391.93493988459164,400.00000000000006,-44.40047791098563,0.1355522965198934
1280.0,2.0,0,398.30145895813786,1.1019444181877371,392.4344699333075,400.00000000000006,-44.40047791098563,0.1349811923729708
1290.0,2.0,0,398.4174491194592,1.0781909417878837,392.835380843294,400.00000000000006,-44.40047791098563,0.1353168570585637
1300.0,2.0,0,398.5236324315469,1.0478486685727741,393.2723685387332,400.00000000000006,-44.40047791098563,0.13579502796034199
1310.0,2.0,0,398.61703064737816,1.0156098769287385,393.55324011541563,400.00000000000006,-44.40047791098563,0.13612496186425924
1320.0,2.0,0,398.69704002670636,0.9858730219064404,393.7238103798137,400.00000000000006,-44.40047791098563,0.13613747157466835
1330.0,2.0,0,398.76488873648526,0.9581915277823029,393.97584485931446,400.0000000000001,-44.40047791098563,0.1361399626123488
1340.0,2.0,0,398.8220843514919,0.9335995984758001,394.1066141229344,400.00000000000006,-44.40047791098563,0.1362999350382774
1350.0,2.0,0,398.87071468128414,0.909356979195345,394.168223610885,400.00000000000006,-44.40047791098563,0.13639078490766857
1360.0,2.0,0,398.91236819216175,0.8888960450985935,394.32122754755204,400.0000000000001,-44.40047791098563,0.13622900892493833
1370.0,2.0,0,398.9480622557491,0.8718927518624956,394.7760333145004,400.0000000000001,-44.40047791098563,0.1359141230446024
1380.0,2.0,0,398.9806360271723,0.8585684601195459,395.1626435688754,400.00000000000006,-44.40047791098563,0.13536044848748274
1390.0,2.0,0,399.01165073185547,0.8477313160051878,395.18940961092295,400.00000000000006,-44.40047791098563,0.13445441893638527
1400.0,2.0,0,399.0396900255423,0.8373104014841146,395.09656086916016,400.00000000000006,-44.40047791098563,0.1330300484166955
1410.0,2.0,0,399.06223648975833,0.8299618254185009,395.1918714765308,400.00000000000006,-44.40047791098563,0.13150938879671425
1420.0,2.0,0,399.07784239405555,0.8311905059378573,395.1194806349214,400.00000000000006,-44.40047791098563,0.13172302731414015
1430.0,2.0,0,399.08769201993147,0.8364552855286763,395.04704907327323,400.00000000000006,-44.40047791098563,0.13262649175110394
1440.0,2.0,0,399.0947432834648,0.8404607619447902,394.9078103045963,400.00000000000006,-44.40047791098563,0.13293125271230127
1450.0,2.0,0,399.10331237399504,0.8415359357243307,394.8792332776395,400.0000000000001,-44.40047791098563,0.13256842549471784
1460.0,2.0,0,399.1149983296029,0.8376276678290511,394.9551394088185,400.00000000000006,-44.40047791098563,0.1324552175652531
1470.0,2.0,0,399.12700683077384,0.8317125426818194,395.0009648718029,400.00000000000006,-44.40047791098563,0.1326541468985258
1480.0,2.0,0,399.1375520498461,0.8250987535986994,395.0272437491482,400.0000000000001,-44.40047791098563,0.13278307871374004
1490.0,2.0,0,399.14680907769645,0.817524326078026,395.08433764964457,400.00000000000006,-44.40047791098563,0.1328534793158281
1500.0,2.0,0,399.1554931572409,0.8094795089672426,395.1713812208915,400.0000000000001,-44.40047791098563,0.1329504987259343
1510.0,2.0,0,399.1640667728093,0.8016800001024373,395.25977698838165,400.00000000000006,-44.40047791098563,0.1330671329322957
1520.0,2.0,0,399.17261893127244,0.7943027461903641,395.33490377014755,400.00000000000006,-44.40047791098563,0.13314457674772093
1530.0,2.0,0,399.1809122399095,0.7872359728395754,395.39866048549146,400.00000000000006,-44.40047791098563,0.1331762272421321
1540.0,2.0,0,399.18878155028506,0.7805842503516738,395.43032908110723,400.00000000000006,-44.40047791098563,0.13317138480645646
1549.9999999999998,2.0,0,399.195954657134,0.774832610707637,395.4128020799798,400.0000000000001,-44.40047791098563,0.13314572697270655
1560.0,2.0,0,399.20230674579807,0.7695575809126545,395.3711902355697,400.00000000000006,-44.40047791098563,0.13312046761231067
